Unnamed: 0,userName,score,at,content,content_lower,content_token,content_no_stopwords,content_stemmed,Topic
7463,Pengguna Google,5,2019-10-03 09:34:36,Blm pernah dicoba belanja dgn cara ini 😀,blm pernah dicoba belanja dgn cara ini 😀,"['blm', 'pernah', 'dicoba', 'belanja', 'dgn', 'cara', 'ini', '😀']","['blm', 'dicoba', 'belanja', 'dgn', '😀']","['blm', 'coba', 'belanja', 'dgn', '']",-1
7464,Pengguna Google,5,2019-10-03 08:34:26,Oke,oke,['oke'],['oke'],['oke'],20
7465,Pengguna Google,1,2019-10-03 08:22:36,Susah di pakai padahal dah install versi terbaru lewat Playstore,susah di pakai padahal dah install versi terbaru lewat playstore,"['susah', 'di', 'pakai', 'padahal', 'dah', 'install', 'versi', 'terbaru', 'lewat', 'playstore']","['susah', 'pakai', 'dah', 'install', 'versi', 'terbaru', 'playstore']","['susah', 'pakai', 'dah', 'install', 'versi', 'baru', 'playstore']",87
7466,Pengguna Google,5,2019-10-03 04:59:41,Good,good,['good'],['good'],['good'],0
7467,Pengguna Google,5,2019-10-03 03:03:48,"redeem nya banyak, beraneka ragam menu ada disitu. pokoknya mantul dah👍👍 kalo bisa sih tambahin lagi hehe✌️","redeem nya banyak, beraneka ragam menu ada disitu. pokoknya mantul dah👍👍 kalo bisa sih tambahin lagi hehe✌️","['redeem', 'nya', 'banyak', ',', 'beraneka', 'ragam', 'menu', 'ada', 'disitu', '.', 'pokoknya', 'mantul', 'dah👍👍', 'kalo', 'bisa', 'sih', 'tambahin', 'lagi', 'hehe✌️']","['redeem', 'nya', ',', 'beraneka', 'ragam', 'menu', 'disitu', '.', 'pokoknya', 'mantul', 'dah👍👍', 'kalo', 'sih', 'tambahin', 'hehe✌️']","['redeem', 'nya', '', 'aneka', 'ragam', 'menu', 'situ', '', 'pokok', 'mantul', 'dah', 'kalo', 'sih', 'tambahin', 'hehe']",6
7468,Pengguna Google,1,2019-10-03 00:44:36,"tidak bisa buat akun, selalu ada tulisan ""terjadi kesalahan pada sistem kami""","tidak bisa buat akun, selalu ada tulisan ""terjadi kesalahan pada sistem kami""","['tidak', 'bisa', 'buat', 'akun', ',', 'selalu', 'ada', 'tulisan', '``', 'terjadi', 'kesalahan', 'pada', 'sistem', 'kami', ""''""]","['akun', ',', 'tulisan', '``', 'kesalahan', 'sistem', ""''""]","['akun', '', 'tulis', '', 'salah', 'sistem', '']",42
7469,Pengguna Google,5,2019-10-02 20:23:49,Bagus,bagus,['bagus'],['bagus'],['bagus'],2
7470,Pengguna Google,5,2019-10-02 18:22:43,Mantap sexsy,mantap sexsy,"['mantap', 'sexsy']","['mantap', 'sexsy']","['mantap', 'sexsy']",-1
7471,Pengguna Google,2,2019-10-02 13:11:54,Ora jelass,ora jelass,"['ora', 'jelass']","['ora', 'jelass']","['ora', 'jelass']",-1
7472,Pengguna Google,5,2019-10-02 10:17:32,Coba dulu,coba dulu,"['coba', 'dulu']",['coba'],['coba'],83
7473,Pengguna Google,4,2019-10-02 10:13:13,"Lumayan,","lumayan,","['lumayan', ',']","['lumayan', ',']","['lumayan', '']",91
7474,Pengguna Google,5,2019-10-02 09:15:16,Ok,ok,['ok'],['ok'],['ok'],1
7475,Pengguna Google,1,2019-10-01 16:34:47,mksih,mksih,['mksih'],['mksih'],['mksih'],12
7476,Pengguna Google,1,2019-10-01 11:28:51,Gambarnya ga muncul padahal apps udah paling baru dan jaringan kenceng pake wifi,gambarnya ga muncul padahal apps udah paling baru dan jaringan kenceng pake wifi,"['gambarnya', 'ga', 'muncul', 'padahal', 'apps', 'udah', 'paling', 'baru', 'dan', 'jaringan', 'kenceng', 'pake', 'wifi']","['gambarnya', 'ga', 'muncul', 'apps', 'udah', 'jaringan', 'kenceng', 'pake', 'wifi']","['gambar', 'ga', 'muncul', 'apps', 'udah', 'jaring', 'kenceng', 'pake', 'wifi']",93
7477,Pengguna Google,5,2019-10-01 11:27:16,Very good,very good,"['very', 'good']","['very', 'good']","['very', 'good']",62
7478,Pengguna Google,1,2019-10-01 07:11:20,Gk bisa daftar akun... Parah,gk bisa daftar akun... parah,"['gk', 'bisa', 'daftar', 'akun', '...', 'parah']","['gk', 'daftar', 'akun', '...', 'parah']","['gk', 'daftar', 'akun', '', 'parah']",42
7479,Pengguna Google,1,2019-10-01 00:34:21,Jelek,jelek,['jelek'],['jelek'],['jelek'],57
7480,Pengguna Google,1,2019-09-30 18:09:38,Saya tidak bisa registrasi,saya tidak bisa registrasi,"['saya', 'tidak', 'bisa', 'registrasi']",['registrasi'],['registrasi'],25
7481,Pengguna Google,4,2019-09-30 14:55:44,"Bagus aplikasi nya, saran aja penawaran nya di banyakin lagi","bagus aplikasi nya, saran aja penawaran nya di banyakin lagi","['bagus', 'aplikasi', 'nya', ',', 'saran', 'aja', 'penawaran', 'nya', 'di', 'banyakin', 'lagi']","['bagus', 'aplikasi', 'nya', ',', 'saran', 'aja', 'penawaran', 'nya', 'banyakin']","['bagus', 'aplikasi', 'nya', '', 'saran', 'aja', 'tawar', 'nya', 'banyakin']",8
7482,Pengguna Google,5,2019-09-30 14:48:50,Kampang....,kampang....,"['kampang', '....']","['kampang', '....']","['kampang', '']",36
7483,Pengguna Google,5,2019-09-30 14:03:07,Praktis....,praktis....,"['praktis', '....']","['praktis', '....']","['praktis', '']",63
7484,Pengguna Google,5,2019-09-30 13:41:37,Oke,oke,['oke'],['oke'],['oke'],20
7485,Pengguna Google,5,2019-09-30 11:08:40,Good,good,['good'],['good'],['good'],0
7486,Pengguna Google,1,2019-09-30 10:54:16,"Aplikasi jelek, ga bs di install di hp root","aplikasi jelek, ga bs di install di hp root","['aplikasi', 'jelek', ',', 'ga', 'bs', 'di', 'install', 'di', 'hp', 'root']","['aplikasi', 'jelek', ',', 'ga', 'bs', 'install', 'hp', 'root']","['aplikasi', 'jelek', '', 'ga', 'bs', 'install', 'hp', 'root']",41
7487,Pengguna Google,5,2019-09-30 08:42:18,🎉🎉,🎉🎉,['🎉🎉'],['🎉🎉'],[''],10
7488,Pengguna Google,3,2019-09-30 05:50:31,"Ada penawaran casback 50rb dengan metode pembayaran gopay, tapi di aplikasi nya tidak ada metode pembayaran gopay nya. Jadi buat apa penawaran cashback nya","ada penawaran casback 50rb dengan metode pembayaran gopay, tapi di aplikasi nya tidak ada metode pembayaran gopay nya. jadi buat apa penawaran cashback nya","['ada', 'penawaran', 'casback', '50rb', 'dengan', 'metode', 'pembayaran', 'gopay', ',', 'tapi', 'di', 'aplikasi', 'nya', 'tidak', 'ada', 'metode', 'pembayaran', 'gopay', 'nya', '.', 'jadi', 'buat', 'apa', 'penawaran', 'cashback', 'nya']","['penawaran', 'casback', '50rb', 'metode', 'pembayaran', 'gopay', ',', 'aplikasi', 'nya', 'metode', 'pembayaran', 'gopay', 'nya', '.', 'penawaran', 'cashback', 'nya']","['tawar', 'casback', '50rb', 'metode', 'bayar', 'gopay', '', 'aplikasi', 'nya', 'metode', 'bayar', 'gopay', 'nya', '', 'tawar', 'cashback', 'nya']",-1
7489,Pengguna Google,5,2019-09-30 04:02:17,Seru banget,seru banget,"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']",66
7490,Pengguna Google,2,2019-09-29 22:16:38,"Awal,ny pas prtama kali coba aplikasi ini seneng dapat potongan harga pas percobaan kdua kok bayarny jadi normal gk ada potongan harga sdh gitu ayam,ny ada yg kecil ada yg besar sangat mengkcewakan ,sy jadi ragu lagi untuk pake aplikasi mc donald ini mngecewakan Udah gk dapat potongan harga eh dapat ayam,ny kcil isi,ny sdikit lagi","awal,ny pas prtama kali coba aplikasi ini seneng dapat potongan harga pas percobaan kdua kok bayarny jadi normal gk ada potongan harga sdh gitu ayam,ny ada yg kecil ada yg besar sangat mengkcewakan ,sy jadi ragu lagi untuk pake aplikasi mc donald ini mngecewakan udah gk dapat potongan harga eh dapat ayam,ny kcil isi,ny sdikit lagi","['awal', ',', 'ny', 'pas', 'prtama', 'kali', 'coba', 'aplikasi', 'ini', 'seneng', 'dapat', 'potongan', 'harga', 'pas', 'percobaan', 'kdua', 'kok', 'bayarny', 'jadi', 'normal', 'gk', 'ada', 'potongan', 'harga', 'sdh', 'gitu', 'ayam', ',', 'ny', 'ada', 'yg', 'kecil', 'ada', 'yg', 'besar', 'sangat', 'mengkcewakan', ',', 'sy', 'jadi', 'ragu', 'lagi', 'untuk', 'pake', 'aplikasi', 'mc', 'donald', 'ini', 'mngecewakan', 'udah', 'gk', 'dapat', 'potongan', 'harga', 'eh', 'dapat', 'ayam', ',', 'ny', 'kcil', 'isi', ',', 'ny', 'sdikit', 'lagi']","[',', 'ny', 'pas', 'prtama', 'kali', 'coba', 'aplikasi', 'seneng', 'potongan', 'harga', 'pas', 'percobaan', 'kdua', 'bayarny', 'normal', 'gk', 'potongan', 'harga', 'sdh', 'gitu', 'ayam', ',', 'ny', 'yg', 'yg', 'mengkcewakan', ',', 'sy', 'ragu', 'pake', 'aplikasi', 'mc', 'donald', 'mngecewakan', 'udah', 'gk', 'potongan', 'harga', 'eh', 'ayam', ',', 'ny', 'kcil', 'isi', ',', 'ny', 'sdikit']","['', 'ny', 'pas', 'prtama', 'kali', 'coba', 'aplikasi', 'neng', 'potong', 'harga', 'pas', 'coba', 'kdua', 'bayarny', 'normal', 'gk', 'potong', 'harga', 'sdh', 'gitu', 'ayam', '', 'ny', 'yg', 'yg', 'mengkcewakan', '', 'sy', 'ragu', 'pake', 'aplikasi', 'mc', 'donald', 'mngecewakan', 'udah', 'gk', 'potong', 'harga', 'eh', 'ayam', '', 'ny', 'kcil', 'isi', '', 'ny', 'sdikit']",-1
7491,Pengguna Google,1,2019-09-29 21:30:21,Redeem harus nunggu itu pun kalo itemnya ada 04:00 am,redeem harus nunggu itu pun kalo itemnya ada 04:00 am,"['redeem', 'harus', 'nunggu', 'itu', 'pun', 'kalo', 'itemnya', 'ada', '04:00', 'am']","['redeem', 'nunggu', 'kalo', 'itemnya', '04:00', 'am']","['redeem', 'nunggu', 'kalo', 'item', '04 00', 'am']",5
7492,Pengguna Google,5,2019-09-29 21:01:26,Pelayanan cepat,pelayanan cepat,"['pelayanan', 'cepat']","['pelayanan', 'cepat']","['layan', 'cepat']",88
7493,Pengguna Google,5,2019-09-29 13:50:27,Cakep,cakep,['cakep'],['cakep'],['cakep'],-1
7494,Pengguna Google,1,2019-09-29 10:47:05,"Kalo sudah di perbaiki aplikasi saya baru saya kasih *5 , ini ada maasalah setiap kali mau nuker deals , pasti minta aplikasi terbaru padahal udh update yg terbaru , tolong perbaiki terimakasih","kalo sudah di perbaiki aplikasi saya baru saya kasih *5 , ini ada maasalah setiap kali mau nuker deals , pasti minta aplikasi terbaru padahal udh update yg terbaru , tolong perbaiki terimakasih","['kalo', 'sudah', 'di', 'perbaiki', 'aplikasi', 'saya', 'baru', 'saya', 'kasih', '*', '5', ',', 'ini', 'ada', 'maasalah', 'setiap', 'kali', 'mau', 'nuker', 'deals', ',', 'pasti', 'minta', 'aplikasi', 'terbaru', 'padahal', 'udh', 'update', 'yg', 'terbaru', ',', 'tolong', 'perbaiki', 'terimakasih']","['kalo', 'perbaiki', 'aplikasi', 'kasih', '*', '5', ',', 'maasalah', 'kali', 'nuker', 'deals', ',', 'aplikasi', 'terbaru', 'udh', 'update', 'yg', 'terbaru', ',', 'tolong', 'perbaiki', 'terimakasih']","['kalo', 'baik', 'aplikasi', 'kasih', '', '5', '', 'maasalah', 'kali', 'nuker', 'deals', '', 'aplikasi', 'baru', 'udh', 'update', 'yg', 'baru', '', 'tolong', 'baik', 'terimakasih']",30
7495,Pengguna Google,3,2019-09-29 10:12:58,Belum ada,belum ada,"['belum', 'ada']",[],[],-1
7496,Pengguna Google,1,2019-09-29 10:04:00,Parah... status lacak pesanan sudah terkirim... tapi pesanan gak ada... konfirmasi ke 14045... katanya sedang dikirim... gak lama ada yg telepon... alasannya gak ada item tertentu... ditanya kenapa status terkirim? Jawabannya maaf kepencet... Parah...,parah... status lacak pesanan sudah terkirim... tapi pesanan gak ada... konfirmasi ke 14045... katanya sedang dikirim... gak lama ada yg telepon... alasannya gak ada item tertentu... ditanya kenapa status terkirim? jawabannya maaf kepencet... parah...,"['parah', '...', 'status', 'lacak', 'pesanan', 'sudah', 'terkirim', '...', 'tapi', 'pesanan', 'gak', 'ada', '...', 'konfirmasi', 'ke', '14045', '...', 'katanya', 'sedang', 'dikirim', '...', 'gak', 'lama', 'ada', 'yg', 'telepon', '...', 'alasannya', 'gak', 'ada', 'item', 'tertentu', '...', 'ditanya', 'kenapa', 'status', 'terkirim', '?', 'jawabannya', 'maaf', 'kepencet', '...', 'parah', '...']","['parah', '...', 'status', 'lacak', 'pesanan', 'terkirim', '...', 'pesanan', 'gak', '...', 'konfirmasi', '14045', '...', 'dikirim', '...', 'gak', 'yg', 'telepon', '...', 'alasannya', 'gak', 'item', '...', 'status', 'terkirim', '?', 'jawabannya', 'maaf', 'kepencet', '...', 'parah', '...']","['parah', '', 'status', 'lacak', 'pesan', 'kirim', '', 'pesan', 'gak', '', 'konfirmasi', '14045', '', 'kirim', '', 'gak', 'yg', 'telepon', '', 'alas', 'gak', 'item', '', 'status', 'kirim', '', 'jawab', 'maaf', 'pencet', '', 'parah', '']",5
7497,Pengguna Google,5,2019-09-29 08:24:34,Mantap,mantap,['mantap'],['mantap'],['mantap'],3
7498,Pengguna Google,4,2019-09-29 07:36:18,Pengen tau ajA,pengen tau aja,"['pengen', 'tau', 'aja']","['pengen', 'tau', 'aja']","['ken', 'tau', 'aja']",36
7499,Pengguna Google,5,2019-09-29 06:03:05,good,good,['good'],['good'],['good'],0
7500,Pengguna Google,5,2019-09-29 03:24:31,Nanti sy coba order product nya,nanti sy coba order product nya,"['nanti', 'sy', 'coba', 'order', 'product', 'nya']","['sy', 'coba', 'order', 'product', 'nya']","['sy', 'coba', 'order', 'product', 'nya']",-1
7501,Pengguna Google,1,2019-09-29 01:41:34,Pernah krja d jambi,pernah krja d jambi,"['pernah', 'krja', 'd', 'jambi']","['krja', 'd', 'jambi']","['krja', 'd', 'jambi']",-1
7502,Pengguna Google,5,2019-09-29 01:38:42,Lumayan buat ngirit uang,lumayan buat ngirit uang,"['lumayan', 'buat', 'ngirit', 'uang']","['lumayan', 'ngirit', 'uang']","['lumayan', 'ngirit', 'uang']",14
7503,Pengguna Google,1,2019-09-28 23:23:59,"Pas buat akun gabisa terus, tapi punya temen bisa Emangnya xiaomi ga boleh unduh???","pas buat akun gabisa terus, tapi punya temen bisa emangnya xiaomi ga boleh unduh???","['pas', 'buat', 'akun', 'gabisa', 'terus', ',', 'tapi', 'punya', 'temen', 'bisa', 'emangnya', 'xiaomi', 'ga', 'boleh', 'unduh', '?', '?', '?']","['pas', 'akun', 'gabisa', ',', 'temen', 'emangnya', 'xiaomi', 'ga', 'unduh', '?', '?', '?']","['pas', 'akun', 'gabisa', '', 'temen', 'emang', 'xiaomi', 'ga', 'unduh', '', '', '']",-1
7504,Pengguna Google,5,2019-09-28 21:16:20,Aku kasih bintang 5 karena aku mau nyoba mcd yang ada di madiun sebelumnya aku dah bernah nyoba mcd lainnya,aku kasih bintang 5 karena aku mau nyoba mcd yang ada di madiun sebelumnya aku dah bernah nyoba mcd lainnya,"['aku', 'kasih', 'bintang', '5', 'karena', 'aku', 'mau', 'nyoba', 'mcd', 'yang', 'ada', 'di', 'madiun', 'sebelumnya', 'aku', 'dah', 'bernah', 'nyoba', 'mcd', 'lainnya']","['kasih', 'bintang', '5', 'nyoba', 'mcd', 'madiun', 'dah', 'bernah', 'nyoba', 'mcd']","['kasih', 'bintang', '5', 'nyoba', 'mcd', 'madiun', 'dah', 'bernah', 'nyoba', 'mcd']",31
7505,Pengguna Google,5,2019-09-28 21:15:59,Ucapan selamat pagi kristen,ucapan selamat pagi kristen,"['ucapan', 'selamat', 'pagi', 'kristen']","['ucapan', 'selamat', 'pagi', 'kristen']","['ucap', 'selamat', 'pagi', 'kristen']",110
7506,Pengguna Google,5,2019-09-28 15:06:53,Mantap banyak promo,mantap banyak promo,"['mantap', 'banyak', 'promo']","['mantap', 'promo']","['mantap', 'promo']",24
7507,Pengguna Google,1,2019-09-28 13:24:07,"Udah beberapa kali coba redeem selalu gagal padahal udah ter update, jaringan bagus, pake wifi juga sama aja gabisa redeem.","udah beberapa kali coba redeem selalu gagal padahal udah ter update, jaringan bagus, pake wifi juga sama aja gabisa redeem.","['udah', 'beberapa', 'kali', 'coba', 'redeem', 'selalu', 'gagal', 'padahal', 'udah', 'ter', 'update', ',', 'jaringan', 'bagus', ',', 'pake', 'wifi', 'juga', 'sama', 'aja', 'gabisa', 'redeem', '.']","['udah', 'kali', 'coba', 'redeem', 'gagal', 'udah', 'ter', 'update', ',', 'jaringan', 'bagus', ',', 'pake', 'wifi', 'aja', 'gabisa', 'redeem', '.']","['udah', 'kali', 'coba', 'redeem', 'gagal', 'udah', 'ter', 'update', '', 'jaring', 'bagus', '', 'pake', 'wifi', 'aja', 'gabisa', 'redeem', '']",93
7508,Pengguna Google,1,2019-09-28 09:01:39,Downloadnya ok pas instal d hp ga bisa2.......,downloadnya ok pas instal d hp ga bisa2.......,"['downloadnya', 'ok', 'pas', 'instal', 'd', 'hp', 'ga', 'bisa2', '.......']","['downloadnya', 'ok', 'pas', 'instal', 'd', 'hp', 'ga', 'bisa2', '.......']","['downloadnya', 'ok', 'pas', 'instal', 'd', 'hp', 'ga', 'bisa2', '']",17
7509,Pengguna Google,1,2019-09-28 06:26:32,"Daftar baru gabisa, payah, jaringan ok pdhl","daftar baru gabisa, payah, jaringan ok pdhl","['daftar', 'baru', 'gabisa', ',', 'payah', ',', 'jaringan', 'ok', 'pdhl']","['daftar', 'gabisa', ',', 'payah', ',', 'jaringan', 'ok', 'pdhl']","['daftar', 'gabisa', '', 'payah', '', 'jaring', 'ok', 'pdhl']",100
7510,Pengguna Google,1,2019-09-28 02:58:00,Mi Kenapa saya tidak bisa daftar akun di app mcd. Server sedang masalah teruss,mi kenapa saya tidak bisa daftar akun di app mcd. server sedang masalah teruss,"['mi', 'kenapa', 'saya', 'tidak', 'bisa', 'daftar', 'akun', 'di', 'app', 'mcd', '.', 'server', 'sedang', 'masalah', 'teruss']","['mi', 'daftar', 'akun', 'app', 'mcd', '.', 'server', 'teruss']","['mi', 'daftar', 'akun', 'app', 'mcd', '', 'server', 'teruss']",23
7511,Pengguna Google,1,2019-09-28 02:43:08,"Promonya kaya yg iya, tp mau buat akun gak bisa"", trus kudu piye huft","promonya kaya yg iya, tp mau buat akun gak bisa"", trus kudu piye huft","['promonya', 'kaya', 'yg', 'iya', ',', 'tp', 'mau', 'buat', 'akun', 'gak', 'bisa', ""''"", ',', 'trus', 'kudu', 'piye', 'huft']","['promonya', 'kaya', 'yg', 'iya', ',', 'tp', 'akun', 'gak', ""''"", ',', 'trus', 'kudu', 'piye', 'huft']","['promonya', 'kaya', 'yg', 'iya', '', 'tp', 'akun', 'gak', '', '', 'trus', 'kudu', 'piye', 'huft']",-1
7512,Pengguna Google,5,2019-09-27 21:45:04,Vavorit ya g pake lama unt menikmati *PaHe*,vavorit ya g pake lama unt menikmati *pahe*,"['vavorit', 'ya', 'g', 'pake', 'lama', 'unt', 'menikmati', '*', 'pahe', '*']","['vavorit', 'ya', 'g', 'pake', 'unt', 'menikmati', '*', 'pahe', '*']","['vavorit', 'ya', 'g', 'pake', 'unt', 'nikmat', '', 'pahe', '']",-1
7513,Pengguna Google,1,2019-09-27 18:47:21,Gabisa register,gabisa register,"['gabisa', 'register']","['gabisa', 'register']","['gabisa', 'register']",-1
7514,Pengguna Google,5,2019-09-27 15:51:18,"Aplikasinya bagus sangat membantu, harganya terjangkau lebih murah dari aslinya. Redeemnya mempermudah kita makan enak meskipun tanggal tua. Terimakasih mc donald's . Semoga kdepannya bisa lebih baik lagi.","aplikasinya bagus sangat membantu, harganya terjangkau lebih murah dari aslinya. redeemnya mempermudah kita makan enak meskipun tanggal tua. terimakasih mc donald's . semoga kdepannya bisa lebih baik lagi.","['aplikasinya', 'bagus', 'sangat', 'membantu', ',', 'harganya', 'terjangkau', 'lebih', 'murah', 'dari', 'aslinya', '.', 'redeemnya', 'mempermudah', 'kita', 'makan', 'enak', 'meskipun', 'tanggal', 'tua', '.', 'terimakasih', 'mc', 'donald', ""'s"", '.', 'semoga', 'kdepannya', 'bisa', 'lebih', 'baik', 'lagi', '.']","['aplikasinya', 'bagus', 'membantu', ',', 'harganya', 'terjangkau', 'murah', 'aslinya', '.', 'redeemnya', 'mempermudah', 'makan', 'enak', 'tanggal', 'tua', '.', 'terimakasih', 'mc', 'donald', ""'s"", '.', 'semoga', 'kdepannya', '.']","['aplikasi', 'bagus', 'bantu', '', 'harga', 'jangkau', 'murah', 'asli', '', 'redeemnya', 'mudah', 'makan', 'enak', 'tanggal', 'tua', '', 'terimakasih', 'mc', 'donald', 's', '', 'moga', 'kdepannya', '']",71
7515,Pengguna Google,5,2019-09-27 09:49:54,Good,good,['good'],['good'],['good'],0
7516,Pengguna Google,1,2019-09-27 08:42:01,Gimana ini saya mau membuat akun mcd di aplikasi selalu gagal. kecewa,gimana ini saya mau membuat akun mcd di aplikasi selalu gagal. kecewa,"['gimana', 'ini', 'saya', 'mau', 'membuat', 'akun', 'mcd', 'di', 'aplikasi', 'selalu', 'gagal', '.', 'kecewa']","['gimana', 'akun', 'mcd', 'aplikasi', 'gagal', '.', 'kecewa']","['gimana', 'akun', 'mcd', 'aplikasi', 'gagal', '', 'kecewa']",23
7517,Pengguna Google,1,2019-09-27 08:41:24,Udh login pakai email yg dipakai tapi ttp gx bisa masuk,udh login pakai email yg dipakai tapi ttp gx bisa masuk,"['udh', 'login', 'pakai', 'email', 'yg', 'dipakai', 'tapi', 'ttp', 'gx', 'bisa', 'masuk']","['udh', 'login', 'pakai', 'email', 'yg', 'dipakai', 'ttp', 'gx', 'masuk']","['udh', 'login', 'pakai', 'email', 'yg', 'pakai', 'ttp', 'gx', 'masuk']",4
7518,Pengguna Google,4,2019-09-27 07:29:09,"Min tumben banget ya baru kali ini makan spicy chicken rasanya asin banget, biasanya kalo beli tuh rasanya pas tadi barusan makan rasanya asin banget.. tolong di perbaiki lagi dong min","min tumben banget ya baru kali ini makan spicy chicken rasanya asin banget, biasanya kalo beli tuh rasanya pas tadi barusan makan rasanya asin banget.. tolong di perbaiki lagi dong min","['min', 'tumben', 'banget', 'ya', 'baru', 'kali', 'ini', 'makan', 'spicy', 'chicken', 'rasanya', 'asin', 'banget', ',', 'biasanya', 'kalo', 'beli', 'tuh', 'rasanya', 'pas', 'tadi', 'barusan', 'makan', 'rasanya', 'asin', 'banget', '..', 'tolong', 'di', 'perbaiki', 'lagi', 'dong', 'min']","['min', 'tumben', 'banget', 'ya', 'kali', 'makan', 'spicy', 'chicken', 'asin', 'banget', ',', 'kalo', 'beli', 'tuh', 'pas', 'barusan', 'makan', 'asin', 'banget', '..', 'tolong', 'perbaiki', 'min']","['min', 'tumben', 'banget', 'ya', 'kali', 'makan', 'spicy', 'chicken', 'asin', 'banget', '', 'kalo', 'beli', 'tuh', 'pas', 'barusan', 'makan', 'asin', 'banget', '', 'tolong', 'baik', 'min']",9
7519,Pengguna Google,5,2019-09-27 06:18:26,Jos,jos,['jos'],['jos'],['jos'],60
7520,Pengguna Google,5,2019-09-27 04:53:03,positif,positif,['positif'],['positif'],['positif'],29
7521,Pengguna Google,1,2019-09-27 01:28:57,Kok ga bisa di download,kok ga bisa di download,"['kok', 'ga', 'bisa', 'di', 'download']","['ga', 'download']","['ga', 'download']",21
7522,Pengguna Google,5,2019-09-26 16:44:42,Tingkatkan lagi fitur2 di aplikasi ini 😎salam tamvan.,tingkatkan lagi fitur2 di aplikasi ini 😎salam tamvan.,"['tingkatkan', 'lagi', 'fitur2', 'di', 'aplikasi', 'ini', '😎salam', 'tamvan', '.']","['tingkatkan', 'fitur2', 'aplikasi', '😎salam', 'tamvan', '.']","['tingkat', 'fitur2', 'aplikasi', 'salam', 'tamvan', '']",-1
7523,Pengguna Google,5,2019-09-26 12:59:20,Ok.,ok.,"['ok', '.']","['ok', '.']","['ok', '']",84
7524,Pengguna Google,5,2019-09-26 11:36:25,Bisa bayar d tempat g yah... Soalnya g punya rekening,bisa bayar d tempat g yah... soalnya g punya rekening,"['bisa', 'bayar', 'd', 'tempat', 'g', 'yah', '...', 'soalnya', 'g', 'punya', 'rekening']","['bayar', 'd', 'g', 'yah', '...', 'g', 'rekening']","['bayar', 'd', 'g', 'yah', '', 'g', 'rekening']",42
